Date of data,Trading partner code,Trading partner,Locations of importers and exporters code,Locations of importers and exporters,US dollar,
202505,326,Norway,51,Sichuan Province,"8,590,151",
202505,326,Norway,53,Yunnan Province,"157,228,960",
202505,326,Norway,61,Shaanxi Province,"7,160,144",
202505,327,Poland,11,Beijing,"64,019,609",
202505,327,Poland,12,Tianjin,"7,717,685",
202505,327,Poland,13,Hebei Province,"927,217",
202505,327,Poland,14,Shanxi Province,"755,455",
202505,327,Poland,15,Inner Mongolia Autonomous Region,"2,159",
202505,327,Poland,21,Liaoning Province,"41,587,553",
202505,327,Poland,22,Jilin Province,"35,092,846",
202505,327,Poland,23,Heilongjiang Province,"486,076",
202505,327,Poland,31,Shanghai Province,"81,452,217",
202505,327,Poland,32,Jiangsu Province,"50,027,624",
202505,327,Poland,33,Zhejiang Province,"33,764,402",
202505,327,Poland,34,Anhui Province,"8,424,951",
202505,327,Poland,35,Fujian Province,"8,125,342",
202505,327,Poland,36,Jiangxi Province,"858,562",
202505,327,Poland,37,Shandong Province,"9,744,879",
202505,327,Poland,41,Henan Province,"698,272",
202505,327,Poland,42,Hubei Province,"3,138,527",
202505,327,Poland,43,Hunan Province,"2,163,054",
202505,327,Poland,44,Guangdong Province,"24,872,113",
202505,327,Poland,45,Guangxi Zhuang Autonomous Region,"3,028,059",
202505,327,Poland,46,Hainan Province,"480,214",
202505,327,Poland,50,Chongqing,"2,485,462",
202505,327,Poland,51,Sichuan Province,"5,523,600",
202505,327,Poland,52,Guizhou Province,"9,376",
202505,327,Poland,53,Yunnan Province,"1,181",
202505,327,Poland,54,Tibet Autonomous Region,"1,135",
202505,327,Poland,61,Shaanxi Province,"933,577",
202505,327,Poland,65,Xinjiang Uygur Autonomous Region,"1,378,417",
202505,328,Romania,11,Beijing,"168,533,464",
202505,328,Romania,12,Tianjin,"2,118,565",
202505,328,Romania,13,Hebei Province,"1,426,294",
202505,328,Romania,14,Shanxi Province,"6,730",
202505,328,Romania,21,Liaoning Province,"40,360,506",
202505,328,Romania,22,Jilin Province,"38,667,262",
202505,328,Romania,23,Heilongjiang Province,"68,228",
202505,328,Romania,31,Shanghai Province,"62,873,528",
202505,328,Romania,32,Jiangsu Province,"28,520,406",
202505,328,Romania,33,Zhejiang Province,"10,419,831",
202505,328,Romania,34,Anhui Province,"1,389,204",
202505,328,Romania,35,Fujian Province,"4,008,511",
202505,328,Romania,36,Jiangxi Province,"94,292",
202505,328,Romania,37,Shandong Province,"9,124,693",
202505,328,Romania,41,Henan Province,"947,768",
202505,328,Romania,42,Hubei Province,"564,869",
202505,328,Romania,43,Hunan Province,"883,436",
202505,328,Romania,44,Guangdong Province,"15,868,391",
202505,328,Romania,45,Guangxi Zhuang Autonomous Region,"9,667",
202505,328,Romania,46,Hainan Province,"2,193,278",
202505,328,Romania,50,Chongqing,"1,549,144",
202505,328,Romania,51,Sichuan Province,"1,410,087",
202505,328,Romania,53,Yunnan Province,"3,557",
202505,328,Romania,61,Shaanxi Province,"260,228",
202505,328,Romania,65,Xinjiang Uygur Autonomous Region,"2,492",
202505,329,San Marino,11,Beijing,"109,610",
202505,329,San Marino,31,Shanghai Province,"3,774",
202505,329,San Marino,32,Jiangsu Province,"2,353",
202505,329,San Marino,33,Zhejiang Province,"8,808",
202505,329,San Marino,37,Shandong Province,"8,746",
202505,329,San Marino,44,Guangdong Province,"333,844",
202505,329,San Marino,50,Chongqing,611,
202505,330,Sweden,11,Beijing,"194,991,041",
202505,330,Sweden,12,Tianjin,"10,427,936",
202505,330,Sweden,13,Hebei Province,"14,910,345",
202505,330,Sweden,14,Shanxi Province,"4,760,246",
202505,330,Sweden,15,Inner Mongolia Autonomous Region,"5,442,024",
202505,330,Sweden,21,Liaoning Province,"5,956,662",
202505,330,Sweden,22,Jilin Province,"4,143,252",
202505,330,Sweden,23,Heilongjiang Province,"4,047,503",
202505,330,Sweden,31,Shanghai Province,"213,162,594",
202505,330,Sweden,32,Jiangsu Province,"159,295,492",
202505,330,Sweden,33,Zhejiang Province,"42,114,728",
202505,330,Sweden,34,Anhui Province,"8,873,092",
202505,330,Sweden,35,Fujian Province,"24,984,463",
202505,330,Sweden,36,Jiangxi Province,"2,972,587",
202505,330,Sweden,37,Shandong Province,"103,669,275",
202505,330,Sweden,41,Henan Province,"1,723,080",
202505,330,Sweden,42,Hubei Province,"7,577,920",
202505,330,Sweden,43,Hunan Province,"676,746",
202505,330,Sweden,44,Guangdong Province,"50,517,342",
202505,330,Sweden,45,Guangxi Zhuang Autonomous Region,"15,543,199",
202505,330,Sweden,46,Hainan Province,"1,056,617",
202505,330,Sweden,50,Chongqing,"4,022,232",
202505,330,Sweden,51,Sichuan Province,"19,533,165",
202505,330,Sweden,52,Guizhou Province,"137,752",
202505,330,Sweden,53,Yunnan Province,"65,747",
202505,330,Sweden,61,Shaanxi Province,"192,254",
202505,330,Sweden,62,Gansu Province,"95,823",
202505,330,Sweden,64,Ningxia Hui Autonomous Region,"2,157,564",
202505,331,Switzerland,11,Beijing,"2,067,545,241",
202505,331,Switzerland,12,Tianjin,"33,350,834",
202505,331,Switzerland,13,Hebei Province,"3,232,066",
202505,331,Switzerland,14,Shanxi Province,"255,232",
202505,331,Switzerland,15,Inner Mongolia Autonomous Region,"24,568",
202505,331,Switzerland,21,Liaoning Province,"10,870,723",
202505,331,Switzerland,22,Jilin Province,"6,249,469",
202505,331,Switzerland,23,Heilongjiang Province,"90,992",
202505,331,Switzerland,31,Shanghai Province,"1,537,597,555",
202505,331,Switzerland,32,Jiangsu Province,"155,891,428",
202505,331,Switzerland,33,Zhejiang Province,"46,986,465",
202505,331,Switzerland,34,Anhui Province,"10,743,291",
202505,331,Switzerland,35,Fujian Province,"7,924,846",
202505,331,Switzerland,36,Jiangxi Province,"1,388,746",
202505,331,Switzerland,37,Shandong Province,"33,499,318",
202505,331,Switzerland,41,Henan Province,"3,221,525",
202505,331,Switzerland,42,Hubei Province,"3,805,559",
202505,331,Switzerland,43,Hunan Province,"14,042,850",
202505,331,Switzerland,44,Guangdong Province,"526,312,613",
202505,331,Switzerland,45,Guangxi Zhuang Autonomous Region,"660,471",
202505,331,Switzerland,46,Hainan Province,"31,252,655",
202505,331,Switzerland,50,Chongqing,"8,978,401",
202505,331,Switzerland,51,Sichuan Province,"5,853,485",
202505,331,Switzerland,52,Guizhou Province,717,
202505,331,Switzerland,53,Yunnan Province,"993,197",
202505,331,Switzerland,54,Tibet Autonomous Region,204,
202505,331,Switzerland,61,Shaanxi Province,"4,604,646",
202505,331,Switzerland,62,Gansu Province,"78,779",
202505,331,Switzerland,64,Ningxia Hui Autonomous Region,602,
202505,331,Switzerland,65,Xinjiang Uygur Autonomous Region,"338,347",
202505,334,Estonia,11,Beijing,"3,245,000",
202505,334,Estonia,12,Tianjin,"146,716",
202505,334,Estonia,13,Hebei Province,"2,974",
202505,334,Estonia,14,Shanxi Province,"209,461",
202505,334,Estonia,21,Liaoning Province,"493,307",
202505,334,Estonia,22,Jilin Province,"88,617",
202505,334,Estonia,23,Heilongjiang Province,"14,310",
202505,334,Estonia,31,Shanghai Province,"2,504,531",
202505,334,Estonia,32,Jiangsu Province,"6,975,814",
202505,334,Estonia,33,Zhejiang Province,"4,933,214",
202505,334,Estonia,35,Fujian Province,"311,175",
202505,334,Estonia,36,Jiangxi Province,"26,725",
202505,334,Estonia,37,Shandong Province,"4,309,312",
202505,334,Estonia,41,Henan Province,"34,823",
202505,334,Estonia,42,Hubei Province,"418,427",
202505,334,Estonia,43,Hunan Province,"73,918",
202505,334,Estonia,44,Guangdong Province,"2,966,526",
202505,334,Estonia,45,Guangxi Zhuang Autonomous Region,959,
202505,334,Estonia,46,Hainan Province,"115,373",
202505,334,Estonia,50,Chongqing,"21,696",
202505,334,Estonia,51,Sichuan Province,"11,791",
202505,334,Estonia,53,Yunnan Province,"146,485",
202505,334,Estonia,61,Shaanxi Province,851,
202505,335,Latvia,11,Beijing,"2,240,951",
202505,335,Latvia,12,Tianjin,"201,334",
202505,335,Latvia,13,Hebei Province,"74,669",
202505,335,Latvia,21,Liaoning Province,"86,909",
202505,335,Latvia,31,Shanghai Province,"4,288,331",
202505,335,Latvia,32,Jiangsu Province,"1,273,777",
202505,335,Latvia,33,Zhejiang Province,"6,292,416",
202505,335,Latvia,34,Anhui Province,"24,460",
202505,335,Latvia,35,Fujian Province,"3,493,765",
202505,335,Latvia,36,Jiangxi Province,"321,948",
202505,335,Latvia,37,Shandong Province,"3,623,904",
202505,335,Latvia,41,Henan Province,18,
202505,335,Latvia,42,Hubei Province,850,
202505,335,Latvia,43,Hunan Province,"466,404",
202505,335,Latvia,44,Guangdong Province,"1,571,573",
202505,335,Latvia,50,Chongqing,"43,724",
202505,335,Latvia,51,Sichuan Province,"48,003",
202505,335,Latvia,53,Yunnan Province,"49,867",
202505,335,Latvia,61,Shaanxi Province,"11,559",
202505,336,Lithuania,11,Beijing,"596,362",
202505,336,Lithuania,12,Tianjin,"143,092",
202505,336,Lithuania,13,Hebei Province,"1,762",
202505,336,Lithuania,21,Liaoning Province,"137,408",
202505,336,Lithuania,22,Jilin Province,"282,360",
202505,336,Lithuania,23,Heilongjiang Province,"32,890",
202505,336,Lithuania,31,Shanghai Province,"6,783,196",
202505,336,Lithuania,32,Jiangsu Province,"1,321,325",
202505,336,Lithuania,33,Zhejiang Province,"650,140",
202505,336,Lithuania,34,Anhui Province,"30,920",
202505,336,Lithuania,35,Fujian Province,"291,942",
202505,336,Lithuania,37,Shandong Province,"525,581",
202505,336,Lithuania,41,Henan Province,"2,220",
202505,336,Lithuania,42,Hubei Province,"273,472",
202505,336,Lithuania,43,Hunan Province,150,
202505,336,Lithuania,44,Guangdong Province,"1,649,973",
202505,336,Lithuania,51,Sichuan Province,"148,262",
202505,336,Lithuania,61,Shaanxi Province,"15,803",
202505,340,Belarus,11,Beijing,"26,933,782",
202505,340,Belarus,12,Tianjin,"283,265",
202505,340,Belarus,14,Shanxi Province,50,
202505,340,Belarus,15,Inner Mongolia Autonomous Region,"790,132",
202505,340,Belarus,21,Liaoning Province,"11,105,283",
202505,340,Belarus,23,Heilongjiang Province,"1,245,810",
202505,340,Belarus,31,Shanghai Province,"1,030,743",
202505,340,Belarus,32,Jiangsu Province,"9,083,332",
202505,340,Belarus,33,Zhejiang Province,"5,642,920",
202505,340,Belarus,34,Anhui Province,"2,437,612",
202505,340,Belarus,35,Fujian Province,"3,064,116",
202505,340,Belarus,36,Jiangxi Province,"34,793",
202505,340,Belarus,37,Shandong Province,"4,337,393",
202505,340,Belarus,41,Henan Province,"2,549,172",
202505,340,Belarus,42,Hubei Province,"8,711,148",
202505,340,Belarus,43,Hunan Province,"2,346",
202505,340,Belarus,44,Guangdong Province,"2,307,901",
202505,340,Belarus,45,Guangxi Zhuang Autonomous Region,"621,577",
202505,340,Belarus,50,Chongqing,"679,538",
202505,340,Belarus,51,Sichuan Province,"90,920",
202505,340,Belarus,53,Yunnan Province,675,
202505,340,Belarus,61,Shaanxi Province,"18,012",
202505,340,Belarus,62,Gansu Province,"563,384",
202505,340,Belarus,65,Xinjiang Uygur Autonomous Region,"5,919,309",
202505,343,Moldova,11,Beijing,"1,014,266",
202505,343,Moldova,13,Hebei Province,264,
202505,343,Moldova,21,Liaoning Province,"1,252,341",
202505,343,Moldova,22,Jilin Province,"2,688,044",
202505,343,Moldova,23,Heilongjiang Province,"11,784",
202505,343,Moldova,31,Shanghai Province,"5,792,482",
202505,343,Moldova,32,Jiangsu Province,"88,572",
202505,343,Moldova,33,Zhejiang Province,"604,759",
202505,343,Moldova,35,Fujian Province,175,
202505,343,Moldova,37,Shandong Province,"34,130",
202505,343,Moldova,41,Henan Province,"22,601",
202505,343,Moldova,42,Hubei Province,"2,180",
202505,343,Moldova,44,Guangdong Province,"169,163",
202505,343,Moldova,46,Hainan Province,"1,442,384",
202505,343,Moldova,50,Chongqing,"1,877",
202505,343,Moldova,51,Sichuan Province,725,
202505,343,Moldova,61,Shaanxi Province,"24,126",
202505,343,Moldova,65,Xinjiang Uygur Autonomous Region,"17,100",
202505,344,Russia,11,Beijing,"1,718,166,039",
202505,344,Russia,12,Tianjin,"57,230,940",
202505,344,Russia,13,Hebei Province,"51,521,801",
202505,344,Russia,14,Shanxi Province,"3,506,866",
202505,344,Russia,15,Inner Mongolia Autonomous Region,"143,203,774",
202505,344,Russia,21,Liaoning Province,"278,644,931",
202505,344,Russia,22,Jilin Province,"84,480,406",
202505,344,Russia,23,Heilongjiang Province,"2,134,787,227",
202505,344,Russia,31,Shanghai Province,"813,841,523",
202505,344,Russia,32,Jiangsu Province,"388,383,270",
202505,344,Russia,33,Zhejiang Province,"642,933,177",
202505,344,Russia,34,Anhui Province,"35,512,627",
202505,344,Russia,35,Fujian Province,"329,912,716",
202505,344,Russia,36,Jiangxi Province,"29,809,128",
202505,344,Russia,37,Shandong Province,"1,947,214,347",
202505,344,Russia,41,Henan Province,"71,312,693",
202505,344,Russia,42,Hubei Province,"100,660,703",
202505,344,Russia,43,Hunan Province,"23,953,610",
202505,344,Russia,44,Guangdong Province,"376,698,039",
202505,344,Russia,45,Guangxi Zhuang Autonomous Region,"63,425,626",
202505,344,Russia,46,Hainan Province,"69,790,674",
202505,344,Russia,50,Chongqing,"31,026,682",
202505,344,Russia,51,Sichuan Province,"76,005,988",
202505,344,Russia,52,Guizhou Province,"4,027,370",
202505,344,Russia,53,Yunnan Province,"394,851",
202505,344,Russia,54,Tibet Autonomous Region,"957,725",
202505,344,Russia,61,Shaanxi Province,"18,740,895",
202505,344,Russia,62,Gansu Province,"17,701,141",
202505,344,Russia,64,Ningxia Hui Autonomous Region,"3,467,336",
202505,344,Russia,65,Xinjiang Uygur Autonomous Region,"84,724,195",
202505,347,Ukraine,11,Beijing,"14,581,909",
202505,347,Ukraine,12,Tianjin,"346,694",
202505,347,Ukraine,13,Hebei Province,"68,279",
202505,347,Ukraine,14,Shanxi Province,"3,528",
202505,347,Ukraine,15,Inner Mongolia Autonomous Region,87,
202505,347,Ukraine,21,Liaoning Province,"2,336,664",
202505,347,Ukraine,22,Jilin Province,"147,231",
202505,347,Ukraine,23,Heilongjiang Province,"158,813",
202505,347,Ukraine,31,Shanghai Province,"48,380,787",
202505,347,Ukraine,32,Jiangsu Province,"43,024,685",
202505,347,Ukraine,33,Zhejiang Province,"25,303,018",
202505,347,Ukraine,34,Anhui Province,"678,806",
202505,347,Ukraine,35,Fujian Province,"98,532,324",
202505,347,Ukraine,36,Jiangxi Province,50,
202505,347,Ukraine,37,Shandong Province,"36,393,561",
202505,347,Ukraine,41,Henan Province,416,
202505,347,Ukraine,42,Hubei Province,"137,987",
202505,347,Ukraine,43,Hunan Province,"1,417,602",
202505,347,Ukraine,44,Guangdong Province,"28,876,287",
202505,347,Ukraine,46,Hainan Province,"8,254,233",
202505,347,Ukraine,50,Chongqing,"228,834",
202505,347,Ukraine,51,Sichuan Province,"434,708",
202505,347,Ukraine,61,Shaanxi Province,"152,629",
202505,347,Ukraine,62,Gansu Province,"113,805",
202505,347,Ukraine,65,Xinjiang Uygur Autonomous Region,"2,490,834",
202505,350,Slovenia,11,Beijing,"10,347,554",
202505,350,Slovenia,12,Tianjin,"337,206",
202505,350,Slovenia,13,Hebei Province,"174,348",
202505,350,Slovenia,14,Shanxi Province,"1,549",
202505,350,Slovenia,15,Inner Mongolia Autonomous Region,"43,921",
202505,350,Slovenia,21,Liaoning Province,"5,227,317",
202505,350,Slovenia,22,Jilin Province,"770,226",
202505,350,Slovenia,23,Heilongjiang Province,"418,171",
202505,350,Slovenia,31,Shanghai Province,"8,027,700",
202505,350,Slovenia,32,Jiangsu Province,"5,512,625",
202505,350,Slovenia,33,Zhejiang Province,"6,193,118",
202505,350,Slovenia,34,Anhui Province,"202,177",
202505,350,Slovenia,35,Fujian Province,"910,216",
202505,350,Slovenia,36,Jiangxi Province,24,
202505,350,Slovenia,37,Shandong Province,"1,917,792",
202505,350,Slovenia,41,Henan Province,"452,787",
202505,350,Slovenia,42,Hubei Province,"11,864",
202505,350,Slovenia,43,Hunan Province,"214,786",
202505,350,Slovenia,44,Guangdong Province,"2,899,572",
202505,350,Slovenia,50,Chongqing,"89,098",
202505,350,Slovenia,51,Sichuan Province,"1,167,852",
202505,350,Slovenia,53,Yunnan Province,"267,175",
202505,350,Slovenia,61,Shaanxi Province,"501,357",
202505,351,Croatia,11,Beijing,"207,766",
202505,351,Croatia,12,Tianjin,"335,857",
202505,351,Croatia,13,Hebei Province,"73,780",
202505,351,Croatia,14,Shanxi Province,"1,178",
202505,351,Croatia,21,Liaoning Province,"28,010,992",
202505,351,Croatia,22,Jilin Province,"394,002",
202505,351,Croatia,31,Shanghai Province,"2,828,937",
202505,351,Croatia,32,Jiangsu Province,"2,411,167",
202505,351,Croatia,33,Zhejiang Province,"2,191,469",
202505,351,Croatia,34,Anhui Province,"1,260,666",
202505,351,Croatia,35,Fujian Province,"925,424",
202505,351,Croatia,37,Shandong Province,"1,361,298",
202505,351,Croatia,41,Henan Province,"53,452",
202505,351,Croatia,42,Hubei Province,"6,600",
202505,351,Croatia,43,Hunan Province,"19,160",
202505,351,Croatia,44,Guangdong Province,"3,330,595",
202505,351,Croatia,50,Chongqing,"17,299",
202505,351,Croatia,51,Sichuan Province,"33,931",
202505,351,Croatia,61,Shaanxi Province,"61,061",
202505,352,Czechia（Czech Republic）,11,Beijing,"37,952,929",
202505,352,Czechia（Czech Republic）,12,Tianjin,"11,483,200",
202505,352,Czechia（Czech Republic）,13,Hebei Province,"3,983,282",
202505,352,Czechia（Czech Republic）,14,Shanxi Province,"666,953",
202505,352,Czechia（Czech Republic）,21,Liaoning Province,"69,022,686",
202505,352,Czechia（Czech Republic）,22,Jilin Province,"84,833,928",
202505,352,Czechia（Czech Republic）,23,Heilongjiang Province,"858,227",
202505,352,Czechia（Czech Republic）,31,Shanghai Province,"91,371,275",
202505,352,Czechia（Czech Republic）,32,Jiangsu Province,"49,248,318",
202505,352,Czechia（Czech Republic）,33,Zhejiang Province,"17,909,356",
202505,352,Czechia（Czech Republic）,34,Anhui Province,"3,983,317",
202505,352,Czechia（Czech Republic）,35,Fujian Province,"7,252,808",
202505,352,Czechia（Czech Republic）,36,Jiangxi Province,"6,404,200",
202505,352,Czechia（Czech Republic）,37,Shandong Province,"13,902,685",
202505,352,Czechia（Czech Republic）,41,Henan Province,"381,015",
202505,352,Czechia（Czech Republic）,42,Hubei Province,"1,818,849",
202505,352,Czechia（Czech Republic）,43,Hunan Province,"783,779",
202505,352,Czechia（Czech Republic）,44,Guangdong Province,"35,505,330",
202505,352,Czechia（Czech Republic）,45,Guangxi Zhuang Autonomous Region,"2,026,276",
